Nom géographique GMS;Code géographique;Libellé géographique;[DISP] Nbre de ménages fiscaux;[DISP] Nbre de personnes dans les ménages fiscaux;[DISP] Nbre d'unités de consommation dans les ménages fiscaux;[DISP] 1ᵉʳ quartile (€);[DISP] Médiane (€);[DISP] 3ᵉ quartile (€);[DISP] Écart interquartile (€);[DISP] 1ᵉʳ décile (€);[DISP] 2ᵉ décile (€);[DISP]3ᵉ décile (€);[DISP] 4ᵉ décile (€);[DISP] 6ᵉ décile (€);[DISP] 7ᵉ décile (€);[DISP] 8ᵉ décile (€);[DISP] 9ᵉ décile (€);[DISP] Rapport interdécile 9ᵉ décile/1ᵉʳ decile;[DISP] S80/20;[DISP] Iice de Gini;[DISP] Part des revenus d’activité (%);[DISP] dont part des salaires et traitements(%);[DISP] dont part des iemnités de chômage (%);[DISP] dont part des revenus des activités non salariées (%);[DISP] Part des pensions, retraites et rentes (%);[DISP] Part des revenus du patrimoine et autres revenus (%);[DISP] Part de l'ensemble des prestations sociales (%);[DISP] dont part des prestations familiales (%);[DISP] dont part des minima sociaux (%);[DISP] dont part des prestations logement (%);[DISP] Part des impôts (%);[DEC] Nbre de ménages fiscaux;[DEC] Nbre de personnes dans les ménages fiscaux;[DEC] Nbre d'unités de consommation dans les ménages fiscaux;[DEC] Part des ménages fiscaux imposés (%);[DEC] 1ᵉʳ quartile (€);[DEC] Médiane (€);[DEC] 3ᵉ quartile (€);[DEC] Écart interquartile (€);[DEC] 1ᵉʳ décile (€);[DEC] 2ᵉ décile (€);[DEC] 3ᵉ décile  (€);[DEC] 4ᵉ décile (€);[DEC] 6ᵉ décile (€);[DEC] 7ᵉ décile (€);[DEC] 8ᵉ décile (€);[DEC] 9ᵉ décile (€);[DEC] Rapport interdécile D9/D1;[DEC] S80/S20;[DEC] Iice de Gini;[DEC] Part des revenus d’activité (%);[DEC] dont part des salaires et traitements (%);[DEC] dont part des iemnités de chômage (%);[DEC] dont part des revenus des activités non salariées (%);[DEC] Part des pensions, retraites et rentes (%);[DEC] Part des autres revenus (%)
Parranquet;47200;Parranquet;53;106;77.6;;20730;;;;;;;;;;;;;;;;;;;;;;;;;53;106;77.6;;;19720;;;;;;;;;;;;;;;;;;;
Le Passage;47201;Le Passage;4414;9053;6473.4;16660;21940;27870;11210;12670;15440;17810;19970;24060;26500;29590;35560;2.8;3.3;0.234;67.8;60.4;2.9;4.5;35.1;5.4;5.9;2.1;2.6;1.2;-14.2;4412;9043;6468;50;15040;21530;29000;13960;8870;13280;16480;19190;24150;27340;30930;38470;4,3;5.7;0.307;63.2;56.1;2.9;4.2;33.6;3.2
Paulhiac;47202;Paulhiac;116;246;175.1;;21120;;;;;;;;;;;;;;;;;;;;;;;;;115;244;173.6;;;20280;;;;;;;;;;;;;;;;;;;
Penne-d'Agenais;47203;Penne-d'Agenais;1065;2154;1554.5;16030;20930;28250;12220;11370;14640;17150;19100;23430;26220;30140;35570;3.1;4;0.269;61;49.9;2.7;8.4;37.2;10.3;5.7;1.7;2.9;1.1;-14.2;1068;2161;1559.5;44;14460;20810;28870;14400;7770;12830;15780;18030;23630;26580;31250;38380;4,9;6.8;0.339;57.2;46.8;2.6;7.8;35.6;7.2
Peyrière;47204;Peyrière;126;275;193.8;;20710;;;;;;;;;;;;;;;;;;;;;;;;;126;275;193.8;;;20400;;;;;;;;;;;;;;;;;;;
Pindères;47205;Pières;96;185;138.4;;22230;;;;;;;;;;;;;;;;;;;;;;;;;96;185;138.4;;;21720;;;;;;;;;;;;;;;;;;;
Pinel-Hauterive;47206;Pinel-Hauterive;221;473;334.8;;21120;;;;;;;;;;;;;;;;;;;;;;;;;220;469;332.7;;;21220;;;;;;;;;;;;;;;;;;;
Pompiey;47207;Pompiey;94;214;146.3;;20900;;;;;;;;;;;;;;;;;;;;;;;;;94;214;146.3;;;19840;;;;;;;;;;;;;;;;;;;
Pompogne;47208;Pompogne;66;144;102.4;;20500;;;;;;;;;;;;;;;;;;;;;;;;;66;144;102.4;;;20480;;;;;;;;;;;;;;;;;;;
Pont-du-Casse;47209;Pont-du-Casse;1778;3920;2734.5;18190;23530;29050;10860;13660;17050;19430;21360;25350;27930;30980;37990;2.8;3.3;0.234;63.4;57.7;2;3.7;39;7.6;4.5;1.8;1.9;0.8;-14.5;1779;3923;2736.5;54;17040;23250;30270;13240;10540;15570;18350;20860;25720;28570;32320;41070;3,9;5;0.294;58.3;52.9;2;3.4;36.8;4.9
Port-Sainte-Marie;47210;Port-Sainte-Marie;689;1601;1093.8;;19010;;;;;;;;;;;;;;;;;;;;;;;;;690;1603;1095.3;;;17980;;;;;;;;;;;;;;;;;;;
Poudenas;47211;Poudenas;103;198;146.5;;20090;;;;;;;;;;;;;;;;;;;;;;;;;103;198;146.5;;;19670;;;;;;;;;;;;;;;;;;;
Poussignac;47212;Poussignac;124;283;193.4;;22490;;;;;;;;;;;;;;;;;;;;;;;;;124;283;193.4;;;22320;;;;;;;;;;;;;;;;;;;
Prayssas;47213;Prayssas;416;871;619.2;;22830;;;;;;;;;;;;;;;;;;;;;;;;;418;875;622.2;;;22610;;;;;;;;;;;;;;;;;;;
Puch-d'Agenais;47214;Puch-d'Agenais;307;678;473;;22500;;;;;;;;;;;;;;;;;;;;;;;;;308;681;474.8;;;22440;;;;;;;;;;;;;;;;;;;
Pujols;47215;Pujols;1594;3617;2501.9;16930;22470;29100;12180;12890;15670;18090;20380;24600;27200;30930;37430;2.9;4.6;0.319;56.4;49;2.2;5.2;36.5;18.7;4.1;1.8;1.7;0.6;-15.7;1594;3617;2501.9;51;15410;22150;30090;14680;9340;13710;16980;19790;24740;27870;32430;40410;4,3;7.3;0.388;51;44.2;2.1;4.7;34.1;14.9
Puymiclan;47216;Puymiclan;266;647;437.1;;21880;;;;;;;;;;;;;;;;;;;;;;;;;266;647;437.1;;;21290;;;;;;;;;;;;;;;;;;;
Puymirol;47217;Puymirol;370;772;550.1;;22820;;;;;;;;;;;;;;;;;;;;;;;;;371;774;551.6;;;22400;;;;;;;;;;;;;;;;;;;
Puysserampion;47218;Puysserampion;100;233;163.2;;21920;;;;;;;;;;;;;;;;;;;;;;;;;100;233;163.2;;;21710;;;;;;;;;;;;;;;;;;;
Rayet;47219;Rayet;70;160;110.5;;22290;;;;;;;;;;;;;;;;;;;;;;;;;70;160;110.5;;;22100;;;;;;;;;;;;;;;;;;;
Razimet;47220;Razimet;128;298;203.1;;24060;;;;;;;;;;;;;;;;;;;;;;;;;128;298;203.1;;;22650;;;;;;;;;;;;;;;;;;;
Réaup-Lisse;47221;Réaup-Lisse;261;574;401.3;;21400;;;;;;;;;;;;;;;;;;;;;;;;;262;575;402.3;;;20680;;;;;;;;;;;;;;;;;;;
La Réunion;47222;La Réunion;209;466;325.7;;24170;;;;;;;;;;;;;;;;;;;;;;;;;210;467;326.7;;;24020;;;;;;;;;;;;;;;;;;;
Rives;47223;Rives;94;183;136.2;;18670;;;;;;;;;;;;;;;;;;;;;;;;;93;179;133.7;;;18900;;;;;;;;;;;;;;;;;;;
Romestaing;47224;Romestaing;75;163;115.1;;21430;;;;;;;;;;;;;;;;;;;;;;;;;75;163;115.1;;;20850;;;;;;;;;;;;;;;;;;;
Roquefort;47225;Roquefort;868;2092;1407.9;18870;24400;30930;12060;15060;17830;19960;22520;26510;29280;33620;38770;2.6;3.2;0.235;71.7;65;2.4;4.3;31.5;8.1;4.1;2;1.5;0.6;-15.4;868;2092;1407.9;60;17640;24350;32610;14970;12160;16190;18790;21790;27170;29720;35400;42990;3,5;4.5;0.291;65.2;59;2.3;3.9;29.4;5.4
Roumagne;47226;Roumagne;238;472;342.7;;21780;;;;;;;;;;;;;;;;;;;;;;;;;240;475;345.2;;;21570;;;;;;;;;;;;;;;;;;;
Ruffiac;47227;Ruffiac;69;153;107.3;;26200;;;;;;;;;;;;;;;;;;;;;;;;;68;152;106.3;;;26380;;;;;;;;;;;;;;;;;;;
Saint-Antoine-de-Ficalba;47228;Saint-Antoine-de-Ficalba;299;670;462.8;;22850;;;;;;;;;;;;;;;;;;;;;;;;;299;670;462.8;;;22540;;;;;;;;;;;;;;;;;;;
Saint-Astier;47229;Saint-Astier;74;154;108.9;;21390;;;;;;;;;;;;;;;;;;;;;;;;;75;155;109.9;;;20740;;;;;;;;;;;;;;;;;;;
Saint-Aubin;47230;Saint-Aubin;165;345;246.9;;19700;;;;;;;;;;;;;;;;;;;;;;;;;165;348;248;;;19210;;;;;;;;;;;;;;;;;;;
Saint-Avit;47231;Saint-Avit;75;149;108.7;;22650;;;;;;;;;;;;;;;;;;;;;;;;;75;149;108.7;;;22670;;;;;;;;;;;;;;;;;;;
Saint-Barthélemy-d'Agenais;47232;Saint-Barthélemy-d'Agenais;255;509;369.9;;20350;;;;;;;;;;;;;;;;;;;;;;;;;254;508;368.9;;;20200;;;;;;;;;;;;;;;;;;;
Sainte-Bazeille;47233;Sainte-Bazeille;1434;3049;2159.7;16100;21140;27110;11010;12690;15260;17300;19160;23150;25620;28950;35220;2.8;3.5;0.258;63.1;53.6;2.8;6.7;34.8;10;5.8;2.2;2.5;1.1;-13.7;1434;3050;2160.2;45;14780;20590;27500;12710;9310;13050;15830;18210;22860;25890;30390;37140;4,0;5.8;0.329;59.3;50.2;2.8;6.3;33.8;6.9
Saint-Caprais-de-Lerm;47234;Saint-Caprais-de-Lerm;259;655;433.6;;24370;;;;;;;;;;;;;;;;;;;;;;;;;260;658;435.4;;;24570;;;;;;;;;;;;;;;;;;;
Saint-Colomb-de-Lauzun;47235;Saint-Colomb-de-Lauzun;201;390;289.1;;18850;;;;;;;;;;;;;;;;;;;;;;;;;201;390;289.1;;;18520;;;;;;;;;;;;;;;;;;;
Sainte-Colombe-de-Duras;47236;Sainte-Colombe-de-Duras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sainte-Colombe-de-Villeneuve;47237;Sainte-Colombe-de-Villeneuve;199;469;319.3;;25260;;;;;;;;;;;;;;;;;;;;;;;;;199;469;319.3;;;25620;;;;;;;;;;;;;;;;;;;
Sainte-Colombe-en-Bruilhois;47238;Sainte-Colombe-en-Bruilhois;613;1495;1006.7;;24610;;;;;;;;;;;;;;;;;;;;;;;;;613;1495;1006.7;;;24860;;;;;;;;;;;;;;;;;;;
Saint-Étienne-de-Fougères;47239;Saint-Étienne-de-Fougères;316;745;508.7;;20420;;;;;;;;;;;;;;;;;;;;;;;;;316;745;508.7;;;19610;;;;;;;;;;;;;;;;;;;
Saint-Étienne-de-Villeréal;47240;Saint-Étienne-de-Villeréal;118;244;177;;21560;;;;;;;;;;;;;;;;;;;;;;;;;118;244;177;;;21260;;;;;;;;;;;;;;;;;;;
Saint-Eutrope-de-Born;47241;Saint-Eutrope-de-Born;284;610;429.3;;20990;;;;;;;;;;;;;;;;;;;;;;;;;284;610;429.3;;;19850;;;;;;;;;;;;;;;;;;;
Saint-Front-sur-Lémance;47242;Saint-Front-sur-Lémance;228;455;334.8;;18800;;;;;;;;;;;;;;;;;;;;;;;;;226;453;332.8;;;17570;;;;;;;;;;;;;;;;;;;
Sainte-Gemme-Martaillac;47244;Sainte-Gemme-Martaillac;145;333;230;;22390;;;;;;;;;;;;;;;;;;;;;;;;;145;333;230;;;22180;;;;;;;;;;;;;;;;;;;
Saint-Géraud;47245;Saint-Géraud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint-Hilaire-de-Lusignan;47246;Saint-Hilaire-de-Lusignan;589;1439;965.7;;24070;;;;;;;;;;;;;;;;;;;;;;;;;588;1436;963.7;;;24220;;;;;;;;;;;;;;;;;;;
Saint-Jean-de-Duras;47247;Saint-Jean-de-Duras;109;251;172.9;;18610;;;;;;;;;;;;;;;;;;;;;;;;;109;251;172.9;;;18000;;;;;;;;;;;;;;;;;;;
Saint-Jean-de-Thurac;47248;Saint-Jean-de-Thurac;214;515;345.2;;23840;;;;;;;;;;;;;;;;;;;;;;;;;214;515;345.2;;;24110;;;;;;;;;;;;;;;;;;;
Saint-Laurent;47249;Saint-Laurent;179;389;274;;21130;;;;;;;;;;;;;;;;;;;;;;;;;178;388;273;;;20180;;;;;;;;;;;;;;;;;;;
Saint-Léger;47250;Saint-Léger;55;118;82.3;;23100;;;;;;;;;;;;;;;;;;;;;;;;;55;118;82.3;;;22270;;;;;;;;;;;;;;;;;;;
Saint-Léon;47251;Saint-Léon;129;282;198.6;;23720;;;;;;;;;;;;;;;;;;;;;;;;;128;281;197.6;;;23890;;;;;;;;;;;;;;;;;;;
Sainte-Livrade-sur-Lot;47252;Sainte-Livrade-sur-Lot;2697;5936;4110.9;13580;18320;23960;10380;10030;12680;14450;16340;20220;22450;25800;31160;3.1;3.9;0.268;56.6;46.8;3.4;6.4;38.5;7.7;9.1;3.2;4.2;1.7;-11.9;2699;5941;4114.2;34;10650;17030;24250;13600;4930;8800;11790;14560;19250;22140;26040;32340;6,6;9;0.366;55.5;45.8;3.5;6.2;39;5.5
Sainte-Marthe;47253;Sainte-Marthe;245;596;399.3;;23260;;;;;;;;;;;;;;;;;;;;;;;;;245;596;399.3;;;23180;;;;;;;;;;;;;;;;;;;
Saint-Martin-Curton;47254;Saint-Martin-Curton;127;272;192.8;;22190;;;;;;;;;;;;;;;;;;;;;;;;;128;274;194.3;;;22380;;;;;;;;;;;;;;;;;;;
Saint-Martin-de-Beauville;47255;Saint-Martin-de-Beauville;67;129;95.5;;22690;;;;;;;;;;;;;;;;;;;;;;;;;67;129;95.5;;;23510;;;;;;;;;;;;;;;;;;;
Saint-Martin-de-Villeréal;47256;Saint-Martin-de-Villeréal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint-Martin-Petit;47257;Saint-Martin-Petit;241;576;390.8;;21950;;;;;;;;;;;;;;;;;;;;;;;;;241;576;390.8;;;22040;;;;;;;;;;;;;;;;;;;
Sainte-Maure-de-Peyriac;47258;Sainte-Maure-de-Peyriac;120;245;176.5;;19190;;;;;;;;;;;;;;;;;;;;;;;;;120;245;176.5;;;19020;;;;;;;;;;;;;;;;;;;
Saint-Maurice-de-Lestapel;47259;Saint-Maurice-de-Lestapel;43;106;71.1;;21610;;;;;;;;;;;;;;;;;;;;;;;;;43;106;71.1;;;21430;;;;;;;;;;;;;;;;;;;
Saint-Maurin;47260;Saint-Maurin;190;385;276.4;;20410;;;;;;;;;;;;;;;;;;;;;;;;;191;386;277.4;;;19700;;;;;;;;;;;;;;;;;;;
Saint-Nicolas-de-la-Balerme;47262;Saint-Nicolas-de-la-Balerme;160;370;253.5;;22890;;;;;;;;;;;;;;;;;;;;;;;;;159;367;251.9;;;22950;;;;;;;;;;;;;;;;;;;
Saint-Pardoux-du-Breuil;47263;Saint-Pardoux-du-Breuil;254;611;412.8;;20710;;;;;;;;;;;;;;;;;;;;;;;;;254;611;412.8;;;19880;;;;;;;;;;;;;;;;;;;
Saint-Pardoux-Isaac;47264;Saint-Pardoux-Isaac;570;1099;814.6;;20150;;;;;;;;;;;;;;;;;;;;;;;;;570;1099;814.6;;;19840;;;;;;;;;;;;;;;;;;;
Saint-Pastour;47265;Saint-Pastour;161;356;247.1;;19290;;;;;;;;;;;;;;;;;;;;;;;;;160;355;246.1;;;18310;;;;;;;;;;;;;;;;;;;
Saint-Pé-Saint-Simon;47266;Saint-Pé-Saint-Simon;88;161;123.1;;18950;;;;;;;;;;;;;;;;;;;;;;;;;88;161;123.1;;;16600;;;;;;;;;;;;;;;;;;;
Saint-Pierre-de-Buzet;47267;Saint-Pierre-de-Buzet;118;249;176.9;;22510;;;;;;;;;;;;;;;;;;;;;;;;;118;249;176.9;;;22680;;;;;;;;;;;;;;;;;;;
Saint-Pierre-de-Clairac;47269;Saint-Pierre-de-Clairac;334;794;541.4;;23580;;;;;;;;;;;;;;;;;;;;;;;;;334;794;541.4;;;23650;;;;;;;;;;;;;;;;;;;
Saint-Pierre-sur-Dropt;47271;Saint-Pierre-sur-Dropt;146;321;223.8;;21030;;;;;;;;;;;;;;;;;;;;;;;;;146;321;223.8;;;21210;;;;;;;;;;;;;;;;;;;
Saint-Quentin-du-Dropt;47272;Saint-Quentin-du-Dropt;83;171;123.3;;22220;;;;;;;;;;;;;;;;;;;;;;;;;83;171;123.3;;;21880;;;;;;;;;;;;;;;;;;;
Saint-Robert;47273;Saint-Robert;73;178;118.8;;22930;;;;;;;;;;;;;;;;;;;;;;;;;73;178;118.8;;;24680;;;;;;;;;;;;;;;;;;;
Saint-Romain-le-Noble;47274;Saint-Romain-le-Noble;179;399;279.2;;24610;;;;;;;;;;;;;;;;;;;;;;;;;179;399;279.2;;;24810;;;;;;;;;;;;;;;;;;;
Saint-Salvy;47275;Saint-Salvy;80;191;130.1;;20830;;;;;;;;;;;;;;;;;;;;;;;;;80;191;130.1;;;20460;;;;;;;;;;;;;;;;;;;
Saint-Sardos;47276;Saint-Sardos;126;284;195.7;;22230;;;;;;;;;;;;;;;;;;;;;;;;;126;284;195.7;;;21560;;;;;;;;;;;;;;;;;;;
Saint-Sauveur-de-Meilhan;47277;Saint-Sauveur-de-Meilhan;111;271;181.6;;20480;;;;;;;;;;;;;;;;;;;;;;;;;111;271;181.6;;;19550;;;;;;;;;;;;;;;;;;;
Saint-Sernin;47278;Saint-Sernin;186;385;277.8;;18580;;;;;;;;;;;;;;;;;;;;;;;;;185;381;275.7;;;17300;;;;;;;;;;;;;;;;;;;
Saint-Sixte;47279;Saint-Sixte;142;342;229.5;;23570;;;;;;;;;;;;;;;;;;;;;;;;;142;342;229.5;;;23350;;;;;;;;;;;;;;;;;;;
Saint-Sylvestre-sur-Lot;47280;Saint-Sylvestre-sur-Lot;1090;2240;1608.7;16830;21480;27380;10550;12610;15650;17770;19690;23730;26100;29310;35370;2.8;3.4;0.242;54.5;47.8;2.4;4.3;44.6;8.5;4.5;1.6;2.1;0.8;-12.1;1090;2240;1608.7;44;15360;21160;28300;12940;9640;13920;16580;18970;23800;26310;30800;37220;3,9;5;0.295;51.2;44.8;2.4;4;43.2;5.6
Saint-Urcisse;47281;Saint-Urcisse;94;224;153.2;;23630;;;;;;;;;;;;;;;;;;;;;;;;;94;224;153.2;;;24000;;;;;;;;;;;;;;;;;;;
Saint-Vincent-de-Lamontjoie;47282;Saint-Vincent-de-Lamontjoie;89;214;146.6;;22210;;;;;;;;;;;;;;;;;;;;;;;;;89;214;146.6;;;21960;;;;;;;;;;;;;;;;;;;
Saint-Vite;47283;Saint-Vite;489;1085;753.8;;18720;;;;;;;;;;;;;;;;;;;;;;;;;489;1085;753.8;;;16830;;;;;;;;;;;;;;;;;;;
Salles;47284;Salles;121;270;189.4;;22120;;;;;;;;;;;;;;;;;;;;;;;;;121;270;189.4;;;21860;;;;;;;;;;;;;;;;;;;
Samazan;47285;Samazan;338;738;521;;22470;;;;;;;;;;;;;;;;;;;;;;;;;338;738;521;;;22130;;;;;;;;;;;;;;;;;;;
Sauméjan;47286;Sauméjan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saumont;47287;Saumont;95;216;148.1;;24450;;;;;;;;;;;;;;;;;;;;;;;;;95;216;148.1;;;25240;;;;;;;;;;;;;;;;;;;
Sauvagnas;47288;Sauvagnas;195;444;306.1;;24420;;;;;;;;;;;;;;;;;;;;;;;;;195;444;306.1;;;24800;;;;;;;;;;;;;;;;;;;
La Sauvetat-de-Savères;47289;La Sauvetat-de-Savères;192;443;301.3;;22630;;;;;;;;;;;;;;;;;;;;;;;;;192;443;301.3;;;22790;;;;;;;;;;;;;;;;;;;
La Sauvetat-du-Dropt;47290;La Sauvetat-du-Dropt;245;508;361.1;;18920;;;;;;;;;;;;;;;;;;;;;;;;;246;506;361;;;17290;;;;;;;;;;;;;;;;;;;
La Sauvetat-sur-Lède;47291;La Sauvetat-sur-Lède;241;568;386.5;;21830;;;;;;;;;;;;;;;;;;;;;;;;;242;569;387.5;;;20180;;;;;;;;;;;;;;;;;;;
Sauveterre-la-Lémance;47292;Sauveterre-la-Lémance;256;468;353.8;;19400;;;;;;;;;;;;;;;;;;;;;;;;;257;469;354.8;;;18590;;;;;;;;;;;;;;;;;;;
Sauveterre-Saint-Denis;47293;Sauveterre-Saint-Denis;163;359;251.8;;21440;;;;;;;;;;;;;;;;;;;;;;;;;163;359;251.8;;;21300;;;;;;;;;;;;;;;;;;;
Savignac-de-Duras;47294;Savignac-de-Duras;93;192;138;;21200;;;;;;;;;;;;;;;;;;;;;;;;;93;192;138;;;20760;;;;;;;;;;;;;;;;;;;
Savignac-sur-Leyze;47295;Savignac-sur-Leyze;131;292;200.9;;22330;;;;;;;;;;;;;;;;;;;;;;;;;131;292;200.9;;;21800;;;;;;;;;;;;;;;;;;;
Ségalas;47296;Ségalas;74;144;105.8;;18370;;;;;;;;;;;;;;;;;;;;;;;;;73;138;102.9;;;18010;;;;;;;;;;;;;;;;;;;
Sembas;47297;Sembas;60;129;90.1;;24130;;;;;;;;;;;;;;;;;;;;;;;;;60;129;90.1;;;24080;;;;;;;;;;;;;;;;;;;
Sénestis;47298;Sénestis;83;205;138.8;;19670;;;;;;;;;;;;;;;;;;;;;;;;;82;202;136.8;;;17880;;;;;;;;;;;;;;;;;;;
Sérignac-Péboudou;47299;Sérignac-Péboudou;70;143;102.2;;18250;;;;;;;;;;;;;;;;;;;;;;;;;71;145;103.7;;;18680;;;;;;;;;;;;;;;;;;;
Sérignac-sur-Garonne;47300;Sérignac-sur-Garonne;479;1103;758.9;;22320;;;;;;;;;;;;;;;;;;;;;;;;;480;1104;759.9;;;22010;;;;;;;;;;;;;;;;;;;
Seyches;47301;Seyches;411;849;603.6;;20260;;;;;;;;;;;;;;;;;;;;;;;;;412;851;604.8;;;19110;;;;;;;;;;;;;;;;;;;
Sos;47302;Sos;297;549;412.2;;17900;;;;;;;;;;;;;;;;;;;;;;;;;297;549;412.2;;;16890;;;;;;;;;;;;;;;;;;;
Soumensac;47303;Soumensac;101;214;151.2;;19480;;;;;;;;;;;;;;;;;;;;;;;;;101;214;151.2;;;19840;;;;;;;;;;;;;;;;;;;
Taillebourg;47304;Taillebourg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tayrac;47305;Tayrac;149;360;244.3;;22050;;;;;;;;;;;;;;;;;;;;;;;;;148;356;242.2;;;21970;;;;;;;;;;;;;;;;;;;
Le Temple-sur-Lot;47306;Le Temple-sur-Lot;430;956;664.4;;21100;;;;;;;;;;;;;;;;;;;;;;;;;431;957;665.4;;;20250;;;;;;;;;;;;;;;;;;;
Thézac;47307;Thézac;84;170;124.5;;19020;;;;;;;;;;;;;;;;;;;;;;;;;84;170;124.5;;;18990;;;;;;;;;;;;;;;;;;;
Thouars-sur-Garonne;47308;Thouars-sur-Garonne;84;202;136.3;;21070;;;;;;;;;;;;;;;;;;;;;;;;;84;202;136.3;;;20740;;;;;;;;;;;;;;;;;;;
Tombebœuf;47309;Tombebœuf;195;373;272.3;;18550;;;;;;;;;;;;;;;;;;;;;;;;;195;373;272.3;;;17240;;;;;;;;;;;;;;;;;;;
Tonneins;47310;Tonneins;4126;8332;5981.9;14010;18720;24520;10500;10640;12990;14920;16760;20740;23040;25990;31220;2.9;3.8;0.269;55;47.5;3.3;4.2;38.7;8.7;9.5;2.7;4.7;2.1;-11.9;4131;8343;5989.9;35;10680;17450;24620;13940;4260;8760;12270;14910;20020;22990;26360;32700;7,7;10.4;0.379;54.1;46.6;3.4;4.1;39.4;6.5
Tourliac;47311;Tourliac;61;129;91.2;;16940;;;;;;;;;;;;;;;;;;;;;;;;;61;129;91.2;;;15870;;;;;;;;;;;;;;;;;;;
Tournon-d'Agenais;47312;Tournon-d'Agenais;299;534;404.9;;20450;;;;;;;;;;;;;;;;;;;;;;;;;298;533;403.9;;;19770;;;;;;;;;;;;;;;;;;;
Tourtrès;47313;Tourtrès;55;121;83.7;;22580;;;;;;;;;;;;;;;;;;;;;;;;;55;121;83.7;;;22510;;;;;;;;;;;;;;;;;;;
Trémons;47314;Trémons;158;366;249.8;;20630;;;;;;;;;;;;;;;;;;;;;;;;;158;366;249.8;;;19410;;;;;;;;;;;;;;;;;;;
Trentels;47315;Trentels;374;789;563.2;;21960;;;;;;;;;;;;;;;;;;;;;;;;;374;789;563.2;;;21610;;;;;;;;;;;;;;;;;;;
Varès;47316;Varès;271;590;416.4;;21570;;;;;;;;;;;;;;;;;;;;;;;;;271;590;416.4;;;20830;;;;;;;;;;;;;;;;;;;
Verteuil-d'Agenais;47317;Verteuil-d'Agenais;193;402;285.2;;20180;;;;;;;;;;;;;;;;;;;;;;;;;194;404;286.7;;;18860;;;;;;;;;;;;;;;;;;;
Vianne;47318;Vianne;461;895;660.6;;19960;;;;;;;;;;;;;;;;;;;;;;;;;461;895;660.6;;;19610;;;;;;;;;;;;;;;;;;;
Villebramar;47319;Villebramar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Villefranche-du-Queyran;47320;Villefranche-du-Queyran;162;351;244.6;;19590;;;;;;;;;;;;;;;;;;;;;;;;;163;352;245.6;;;18680;;;;;;;;;;;;;;;;;;;
Villeneuve-de-Duras;47321;Villeneuve-de-Duras;116;266;183;;19630;;;;;;;;;;;;;;;;;;;;;;;;;116;266;183;;;18220;;;;;;;;;;;;;;;;;;;
Villeneuve-sur-Lot;47323;Villeneuve-sur-Lot;11144;21930;15916.3;14190;19420;25490;11300;10560;13220;15250;17300;21440;24000;27300;33240;3.1;3.9;0.272;56.4;48.6;3.3;4.5;38.9;8.5;9.2;2.4;4.8;2;-13;11153;21935;15923.7;38;11040;18290;25790;14750;4320;9370;12740;15660;20830;23940;27990;35280;8,2;10.5;0.38;55;47.2;3.4;4.4;39.1;5.9
Villeréal;47324;Villeréal;610;1027;802.4;;20950;;;;;;;;;;;;;;;;;;;;;;;;;609;1022;799.8;;;20230;;;;;;;;;;;;;;;;;;;
Villeton;47325;Villeton;189;397;281.8;;21530;;;;;;;;;;;;;;;;;;;;;;;;;189;397;281.8;;;21020;;;;;;;;;;;;;;;;;;;
Virazeil;47326;Virazeil;715;1615;1118.1;;22370;;;;;;;;;;;;;;;;;;;;;;;;;716;1617;1119.6;;;22130;;;;;;;;;;;;;;;;;;;
Xaintrailles;47327;Xaintrailles;169;373;262.1;;22430;;;;;;;;;;;;;;;;;;;;;;;;;169;373;262.1;;;22080;;;;;;;;;;;;;;;;;;;
Saint-Georges;47328;Saint-Georges;208;461;322.2;;20880;;;;;;;;;;;;;;;;;;;;;;;;;209;462;323.2;;;20830;;;;;;;;;;;;;;;;;;;
Albaret-le-Comtal;48001;Albaret-le-Comtal;73;141;104.1;;18490;;;;;;;;;;;;;;;;;;;;;;;;;73;141;104.1;;;17330;;;;;;;;;;;;;;;;;;;
Albaret-Sainte-Marie;48002;Albaret-Sainte-Marie;227;502;351.9;;22580;;;;;;;;;;;;;;;;;;;;;;;;;227;502;351.9;;;22430;;;;;;;;;;;;;;;;;;;
Allenc;48003;Allenc;124;262;185.7;;21640;;;;;;;;;;;;;;;;;;;;;;;;;124;262;185.7;;;20380;;;;;;;;;;;;;;;;;;;
Altier;48004;Altier;102;210;151.7;;18150;;;;;;;;;;;;;;;;;;;;;;;;;102;210;151.7;;;18170;;;;;;;;;;;;;;;;;;;
Antrenas;48005;Antrenas;112;244;169.9;;22590;;;;;;;;;;;;;;;;;;;;;;;;;112;244;169.9;;;22960;;;;;;;;;;;;;;;;;;;
